category,raw_sketch_ind,fc6_sketch_ind,raw_sketch_pca_ind,fc6_sketch_pca_ind
ray,8969,9492,8969,9492
ray,8999,6540,8999,6540
ray,9025,10051,9025,10051
ray,9065,647,9065,647
ray,9104,6585,9104,6585
ray,9138,9706,9138,9706
ray,9165,2267,9165,2267
ray,9188,737,9188,737
ray,9230,84,9230,84
ray,9272,6934,9272,6934
ray,9282,4401,9282,4401
ray,9326,9871,9326,9871
ray,9362,11880,9362,11880
ray,9392,8718,9392,8718
ray,9419,11601,9419,11601
ray,9463,4523,9463,4523
ray,9492,2230,9492,2230
ray,9517,6599,9517,6599
ray,9551,8610,9551,8610
ray,9595,9905,9595,9905
ray,9607,2567,9607,2567
ray,9633,11173,9633,11173
ray,9674,1587,9674,1587
ray,9706,11980,9706,11980
ray,9751,5862,9751,5862
ray,9769,7354,9769,7354
ray,9808,6043,9808,6043
ray,9836,2631,9836,2631
ray,9871,8969,9871,8969
ray,9905,8912,9905,8912
ray,9922,2610,9922,2610
ray,9959,1689,9959,1689
ray,10015,10676,10015,10676
ray,10041,8458,10041,8458
ray,10051,517,10051,517
ray,10110,2743,10110,2743
ray,10131,6054,10131,6054
ray,10170,7305,10170,7305
ray,10202,3643,10202,3643
ray,10217,163,10217,163
ray,10264,12192,10264,12192
ray,10303,6107,10303,6107
ray,10324,9419,10324,9419
ray,10351,9674,10351,9674
ray,10377,3601,10377,3601
ray,10419,1645,10419,1645
ray,10437,2707,10437,2707
ray,10495,5947,10495,5947
ray,10510,1624,10510,1624
ray,10536,11442,10536,11442
ray,10583,7379,10583,7379
ray,10615,2674,10615,2674
ray,10653,8941,10653,8941
ray,10676,5906,10676,5906
ray,10711,5958,10711,5958
ray,10720,11224,10720,11224
ray,10782,4269,10782,4269
ray,10791,9392,10791,9392
ray,10830,480,10830,480
ray,10855,9922,10855,9922
ray,10881,9808,10881,9808
ray,10939,3929,10939,3929
ray,10970,864,10970,864
ray,11007,8419,11007,8419
ray,11011,4674,11011,4674
ray,11064,4306,11064,4306
ray,11080,6012,11080,6012
ray,11123,7448,11123,7448
ray,11158,1711,11158,1711
ray,11173,11007,11173,11007
ray,11224,3902,11224,3902
ray,11238,4244,11238,4244
ray,11279,12282,11279,12282
ray,11326,1732,11326,1732
ray,11345,7263,11345,7263
ray,11371,7465,11371,7465
ray,11414,6148,11414,6148
ray,11442,5808,11442,5808
ray,11478,10970,11478,10970
ray,11516,11780,11516,11780
ray,11540,2786,11540,2786
ray,11565,2533,11565,2533
ray,11601,4629,11601,4629
ray,11622,11478,11622,11478
ray,11658,571,11658,571
ray,11707,7517,11707,7517
ray,11742,11238,11742,11238
ray,11765,819,11765,819
ray,11780,6179,11780,6179
ray,11822,7220,11822,7220
ray,11864,5835,11864,5835
ray,11880,10510,11880,10510
ray,11907,7400,11907,7400
ray,11937,6142,11937,6142
ray,11980,8885,11980,8885
ray,12023,10303,12023,10303
ray,12051,7291,12051,7291
ray,12085,8402,12085,8402
ray,12121,11822,12121,11822
ray,12158,12158,12158,12158
ray,12172,2754,12172,2754
ray,12192,4665,12192,4665
ray,12241,4716,12241,4716
ray,12282,854,12282,854
saw,10,3571,10,3571
saw,35,11428,35,11428
saw,86,9386,86,9386
saw,123,35,123,35
saw,134,11665,134,11665
saw,160,4797,160,4797
saw,198,3802,198,3802
saw,240,3762,240,3762
saw,261,4441,261,4441
saw,308,4271,308,4271
saw,327,4740,327,4740
saw,373,4095,373,4095
saw,395,4470,395,4470
saw,443,4504,443,4504
saw,469,4714,469,4714
saw,503,3398,503,3398
saw,523,9456,523,9456
saw,574,11499,574,11499
saw,592,3609,592,3609
saw,608,3935,608,3935
saw,654,10523,654,10523
saw,694,9545,694,9545
saw,710,4215,710,4215
saw,749,4932,749,4932
saw,788,4231,788,4231
saw,803,123,803,123
saw,835,11605,835,11605
saw,892,4046,892,4046
saw,908,11574,908,11574
saw,947,9605,947,9605
saw,965,4158,965,4158
saw,996,4564,996,4564
saw,1053,3625,1053,3625
saw,1070,10567,1070,10567
saw,1116,4190,1116,4190
saw,1147,10061,1147,10061
saw,1178,4584,1178,4584
saw,1189,9439,1189,9439
saw,1235,12274,1235,12274
saw,1251,10,1251,10
saw,1294,3865,1294,3865
saw,1331,4805,1331,4805
saw,1353,11411,1353,11411
saw,1407,4344,1407,4344
saw,1439,9578,1439,9578
saw,1444,3899,1444,3899
saw,1489,3510,1489,3510
saw,1512,134,1512,134
saw,1561,10099,1561,10099
saw,1578,9524,1578,9524
saw,1614,86,1614,86
saw,1644,4838,1644,4838
saw,1679,4618,1679,4618
saw,1698,3648,1698,3648
saw,1747,3461,1747,3461
saw,1778,9488,1778,9488
saw,1806,3971,1806,3971
saw,1851,4367,1851,4367
saw,1859,9364,1859,9364
saw,1912,4513,1912,4513
saw,1941,10619,1941,10619
saw,1960,9314,1960,9314
saw,1990,4288,1990,4288
saw,2025,11525,2025,11525
saw,2052,3834,2052,3834
saw,2095,9643,2095,9643
saw,2136,3741,2136,3741
saw,2148,4410,2148,4410
saw,2193,4126,2193,4126
saw,2238,10042,2238,10042
saw,2250,3439,2250,3439
saw,2299,4024,2299,4024
saw,2320,4925,2320,4925
saw,2358,10122,2358,10122
saw,2378,11618,2378,11618
saw,2419,3960,2419,3960
saw,2437,198,2437,198
saw,2466,3688,2466,3688
saw,2513,160,2513,160
saw,2531,4657,2531,4657
saw,2579,11456,2579,11456
saw,2614,3547,2614,3547
saw,2647,4673,2647,4673
saw,2669,4865,2669,4865
saw,2690,1070,2690,1070
saw,2748,10650,2748,10650
saw,2769,788,2769,788
saw,2799,7094,2799,7094
saw,2844,11015,2844,11015
saw,2867,7055,2867,7055
saw,2902,1859,2902,1859
saw,2935,7011,2935,7011
saw,2947,8560,2947,8560
saw,2986,7000,2986,7000
saw,3015,10350,3015,10350
saw,3069,8604,3069,8604
saw,3074,1912,3074,1912
saw,3119,6949,3119,6949
saw,3165,749,3165,749
saw,3189,1941,3189,1941
saw,3207,9841,3207,9841
saw,3256,7111,3256,7111
saw,3265,1851,3265,1851
saw,3320,8522,3320,8522
saw,3330,803,3330,803
saw,3360,1698,3360,1698
saw,3398,7279,3398,7279
saw,3439,835,3439,835
saw,3461,8506,3461,8506
saw,3510,10302,3510,10302
saw,3547,10988,3547,10988
saw,3571,7243,3571,7243
saw,3609,11071,3609,11071
saw,3625,10761,3625,10761
saw,3648,11995,3648,11995
saw,3688,7213,3688,7213
saw,3741,7188,3741,7188
saw,3762,1778,3762,1778
saw,3802,7150,3802,7150
saw,3834,11952,3834,11952
saw,3865,1806,3865,1806
saw,3899,1747,3899,1747
saw,3935,8460,3935,8460
saw,3960,11925,3960,11925
saw,3971,10459,3971,10459
saw,4024,2136,4024,2136
saw,4046,6673,4046,6673
saw,4095,2148,4095,2148
saw,4126,11888,4126,11888
saw,4158,694,4158,694
saw,4190,6626,4190,6626
saw,4215,2193,4215,2193
saw,4231,12191,4231,12191
saw,4271,6610,4271,6610
saw,4288,4972,4288,4972
saw,4344,2238,4344,2238
saw,4367,8714,4367,8714
saw,4410,654,4410,654
saw,4441,6587,4441,6587
saw,4470,8763,4470,8763
saw,4504,6703,4504,6703
saw,4513,8697,4513,8697
saw,4564,2095,4564,2095
saw,4584,6744,4584,6744
saw,4618,10739,4618,10739
saw,4657,6912,4657,6912
saw,4673,6904,4673,6904
saw,4714,1990,4714,1990
saw,4740,8611,4740,8611
saw,4797,6861,4797,6861
saw,4805,9867,4805,9867
saw,4838,1960,4838,1960
saw,4865,2025,4865,2025
saw,4925,710,4925,710
saw,4932,9700,4932,9700
saw,4972,2052,4972,2052
saw,4999,6812,4999,6812
saw,5038,8648,5038,8648
saw,5066,6773,5066,6773
saw,5091,11099,5091,11099
saw,5133,6828,5133,6828
saw,5163,11106,5163,11106
saw,5208,7310,5208,7310
saw,5221,10544,5221,10544
saw,5249,1235,5249,1235
saw,5300,996,5300,996
saw,5332,7909,5332,7909
saw,5364,1251,5364,1251
saw,5377,10804,5377,10804
saw,5426,7872,5426,7872
saw,5467,7864,5467,7864
saw,5491,1294,5491,1294
saw,5525,8279,5525,8279
saw,5545,8310,5545,8310
saw,5587,965,5587,965
saw,5630,10885,5630,10885
saw,5649,7835,5649,7835
saw,5672,1331,5672,1331
saw,5716,7776,5716,7776
saw,5728,7965,5728,7965
saw,5780,1053,5780,1053
saw,5797,7971,5797,7971
saw,5854,1189,5854,1189
saw,5879,8138,5879,8138
saw,5899,1116,5899,1116
saw,5920,10823,5920,10823
saw,5960,8169,5960,8169
saw,5989,9747,5989,9747
saw,6016,12080,6016,12080
saw,6076,8123,6076,8123
saw,6108,7758,6108,7758
saw,6130,1147,6130,1147
saw,6169,1178,6169,1178
saw,6204,8060,6204,8060
saw,6227,8020,6227,8020
saw,6260,9782,6260,9782
saw,6274,8213,6274,8213
saw,6316,10853,6316,10853
saw,6357,8235,6357,8235
saw,6389,8086,6389,8086
saw,6415,1679,6415,1679
saw,6462,12035,6462,12035
saw,6491,7728,6491,7728
saw,6521,7509,6521,7509
saw,6559,8397,6559,8397
saw,6587,7464,6587,7464
saw,6610,9799,6610,9799
saw,6626,1578,6626,1578
saw,6673,8438,6673,8438
saw,6703,7438,6703,7438
saw,6744,7408,6744,7408
saw,6773,1614,6773,1614
saw,6812,10954,6812,10954
saw,6828,892,6828,892
saw,6861,7367,6861,7367
saw,6904,1644,6904,1644
saw,6912,12154,6912,12154
saw,6949,7338,6949,7338
saw,7000,7542,7000,7542
saw,7011,1561,7011,1561
saw,7055,12117,7055,12117
saw,7094,1512,7094,1512
saw,7111,1407,7111,1407
saw,7150,947,7150,947
saw,7188,10934,7188,10934
saw,7213,7711,7213,7711
saw,7243,1439,7243,1439
saw,7279,7660,7279,7660
saw,7310,8343,7310,8343
saw,7338,1353,7338,1353
saw,7367,10315,7367,10315
saw,7408,7627,7408,7627
saw,7438,7605,7438,7605
saw,7464,8358,7464,8358
saw,7509,908,7509,908
saw,7542,12009,7542,12009
saw,7553,1489,7553,1489
saw,7605,7553,7605,7553
saw,7627,1444,7627,1444
saw,7660,2250,7660,2250
saw,7711,10251,7711,10251
saw,7728,2299,7728,2299
saw,7758,9119,7758,9119
saw,7776,395,7776,395
saw,7835,373,7835,373
saw,7864,5525,7864,5525
saw,7872,11318,7872,11318
saw,7909,2986,7909,2986
saw,7965,10681,7965,10681
saw,7971,5491,7971,5491
saw,8020,3015,8020,3015
saw,8060,3069,8060,3069
saw,8086,5467,8086,5467
saw,8123,5426,8123,5426
saw,8138,9969,8138,9969
saw,8169,3074,8169,3074
saw,8213,9144,8213,9144
saw,8235,5545,8235,5545
saw,8279,11747,8279,11747
saw,8310,2947,8310,2947
saw,8343,9073,8343,9073
saw,8358,2799,8358,2799
saw,8397,12197,8397,12197
saw,8438,2844,8438,2844
saw,8460,11252,8460,11252
saw,8506,5728,8506,5728
saw,8522,9053,8522,9053
saw,8560,6559,8560,6559
saw,8604,9152,8604,9152
saw,8611,2867,8611,2867
saw,8648,5672,8648,5672
saw,8697,443,8697,443
saw,8714,5649,8714,5649
saw,8763,5630,8763,5630
saw,8771,2935,8771,2935
saw,8820,11278,8820,11278
saw,8850,5587,8850,5587
saw,8870,2902,8870,2902
saw,8913,5780,8913,5780
saw,8931,11726,8931,11726
saw,8986,5364,8986,5364
saw,8994,11391,8994,11391
saw,9053,5133,9053,5133
saw,9073,261,9073,261
saw,9119,5091,9119,5091
saw,9144,9251,9144,9251
saw,9152,5066,9152,5066
saw,9200,3320,9200,3320
saw,9247,10426,9247,10426
saw,9251,3330,9251,3330
saw,9306,5038,9306,5038
saw,9314,240,9314,240
saw,9364,11682,9364,11682
saw,9386,9306,9386,9306
saw,9439,3360,9439,3360
saw,9456,4999,9456,4999
saw,9488,3265,9488,3265
saw,9524,5163,9524,5163
saw,9545,3256,9545,3256
saw,9578,10147,9578,10147
saw,9605,3119,9605,3119
saw,9643,5332,9643,5332
saw,9681,3165,9681,3165
saw,9700,327,9700,327
saw,9747,5300,9747,5300
saw,9782,10006,9782,10006
saw,9799,308,9799,308
saw,9841,5377,9841,5377
saw,9867,5249,9867,5249
saw,9904,5221,9904,5221
saw,9925,9200,9925,9200
saw,9969,3207,9969,3207
saw,10006,11347,10006,11347
saw,10042,5208,10042,5208
saw,10061,9247,10061,9247
saw,10099,12226,10099,12226
saw,10122,3189,10122,3189
saw,10147,8994,10147,8994
saw,10188,5716,10188,5716
saw,10220,5797,10220,5797
saw,10251,6260,10251,6260
saw,10302,2466,10302,2466
saw,10315,10398,10315,10398
saw,10350,6227,10350,6227
saw,10398,9904,10398,9904
saw,10426,8850,10426,8850
saw,10459,9681,10459,9681
saw,10478,6204,10478,6204
saw,10523,574,10523,574
saw,10544,2513,10544,2513
saw,10567,2531,10567,2531
saw,10619,11779,10619,11779
saw,10650,6169,10650,6169
saw,10681,6130,10681,6130
saw,10692,10692,10692,10692
saw,10739,6274,10739,6274
saw,10761,2437,10761,2437
saw,10804,8820,10804,8820
saw,10823,2419,10823,2419
saw,10853,6521,10853,6521
saw,10885,6491,10885,6491
saw,10934,2320,10934,2320
saw,10954,6462,10954,6462
saw,10988,8771,10988,8771
saw,11015,2358,11015,2358
saw,11071,6415,11071,6415
saw,11099,11185,11099,11185
saw,11106,6389,11106,6389
saw,11145,10220,11145,10220
saw,11185,6357,11185,6357
saw,11225,2378,11225,2378
saw,11252,11145,11252,11145
saw,11278,11850,11278,11850
saw,11318,592,11318,592
saw,11347,6316,11347,6316
saw,11391,608,11391,608
saw,11411,6108,11411,6108
saw,11428,8870,11428,8870
saw,11456,8931,11456,8931
saw,11499,2579,11499,2579
saw,11525,5960,11525,5960
saw,11574,2669,11574,2669
saw,11605,2690,11605,2690
saw,11618,9925,11618,9925
saw,11665,5920,11665,5920
saw,11682,503,11682,503
saw,11726,8986,11726,8986
saw,11747,5899,11747,5899
saw,11779,5879,11779,5879
saw,11813,469,11813,469
saw,11850,5854,11850,5854
saw,11888,10188,11888,10188
saw,11925,2769,11925,2769
saw,11952,2748,11952,2748
saw,11995,2647,11995,2647
saw,12009,10478,12009,10478
saw,12035,2614,12035,2614
saw,12080,523,12080,523
saw,12117,5989,12117,5989
saw,12154,6076,12154,6076
saw,12191,11225,12191,11225
saw,12197,6016,12197,6016
saw,12226,11813,12226,11813
saw,12274,8913,12274,8913
scorpion,22,10434,22,10434
scorpion,47,9908,47,9908
scorpion,94,10297,94,10297
scorpion,104,10143,104,10143
scorpion,145,10169,145,10169
scorpion,176,9932,176,9932
scorpion,204,10219,204,10219
scorpion,248,9690,248,9690
scorpion,277,10337,277,10337
scorpion,319,10559,319,10559
scorpion,347,10334,347,10334
scorpion,363,10203,363,10203
scorpion,384,9980,384,9980
scorpion,447,10245,447,10245
scorpion,456,9821,456,9821
scorpion,487,9736,487,9736
scorpion,518,10396,518,10396
scorpion,546,10481,546,10481
scorpion,582,9788,582,9788
scorpion,610,9712,610,9712
scorpion,650,10065,650,10065
scorpion,699,9986,699,9986
scorpion,707,10035,707,10035
scorpion,757,10502,757,10502
scorpion,794,10101,794,10101
scorpion,816,9883,816,9883
scorpion,850,9649,850,9649
scorpion,879,9840,879,9840
scorpion,901,12280,901,12280
scorpion,941,4802,941,4802
scorpion,979,4213,979,4213
scorpion,1023,4237,1023,4237
scorpion,1043,4279,1043,4279
scorpion,1062,4301,1062,4301
scorpion,1110,4320,1110,4320
scorpion,1146,4366,1146,4366
scorpion,1163,4391,1163,4391
scorpion,1206,4442,1206,4442
scorpion,1227,11513,1227,11513
scorpion,1250,4466,1250,4466
scorpion,1307,4492,1307,4492
scorpion,1341,4518,1341,4518
scorpion,1347,4184,1347,4184
scorpion,1395,4571,1395,4571
scorpion,1418,4586,1418,4586
scorpion,1452,4635,1452,4635
scorpion,1491,4651,1491,4651
scorpion,1532,4697,1532,4697
scorpion,1548,4733,1548,4733
scorpion,1568,4760,1568,4760
scorpion,1613,4796,1613,4796
scorpion,1635,9606,1635,9606
scorpion,1684,11435,1684,11435
scorpion,1712,11409,1712,11409
scorpion,1759,4856,1759,4856
scorpion,1775,4888,1775,4888
scorpion,1814,11457,1814,11457
scorpion,1839,11534,1839,11534
scorpion,1885,4151,1885,4151
scorpion,1918,4119,1918,4119
scorpion,1939,11691,1939,11691
scorpion,1967,3417,1967,3417
scorpion,2005,3426,2005,3426
scorpion,2038,11660,2038,11660
scorpion,2070,3470,2070,3470
scorpion,2099,3488,2099,3488
scorpion,2114,3525,2114,3525
scorpion,2171,3555,2171,3555
scorpion,2200,3593,2200,3593
scorpion,2221,3620,2221,3620
scorpion,2247,3652,2247,3652
scorpion,2286,11621,2286,11621
scorpion,2334,3699,2334,3699
scorpion,2345,3730,2345,3730
scorpion,2393,3752,2393,3752
scorpion,2428,3781,2428,3781
scorpion,2440,3811,2440,3811
scorpion,2493,3870,2493,3870
scorpion,2526,3898,2526,3898
scorpion,2553,11615,2553,11615
scorpion,2590,3906,2590,3906
scorpion,2608,3944,2608,3944
scorpion,2633,3977,2633,3977
scorpion,2656,4013,2656,4013
scorpion,2696,4061,2696,4061
scorpion,2723,11583,2723,11583
scorpion,2768,4076,2768,4076
scorpion,2797,4921,2797,4921
scorpion,2843,4952,2843,4952
scorpion,2859,4990,2859,4990
scorpion,2888,5018,2888,5018
scorpion,2938,5865,2938,5865
scorpion,2966,5898,2966,5898
scorpion,3005,11221,3005,11221
scorpion,3021,5928,3021,5928
scorpion,3045,5967,3045,5967
scorpion,3096,5997,3096,5997
scorpion,3109,6033,3109,6033
scorpion,3137,6063,3137,6063
scorpion,3172,6084,3172,6084
scorpion,3201,6135,3201,6135
scorpion,3251,6174,3251,6174
scorpion,3284,6184,3284,6184
scorpion,3325,11199,3325,11199
scorpion,3345,6237,3345,6237
scorpion,3379,6249,3379,6249
scorpion,3417,6288,3417,6288
scorpion,3426,11155,3426,11155
scorpion,3470,6314,3470,6314
scorpion,3488,6364,3488,6364
scorpion,3525,6392,3525,6392
scorpion,3555,6428,3555,6428
scorpion,3593,6451,3593,6451
scorpion,3620,6471,3620,6471
scorpion,3652,6515,3652,6515
scorpion,3699,11109,3699,11109
scorpion,3730,6551,3730,6551
scorpion,3752,6572,3752,6572
scorpion,3781,5833,3781,5833
scorpion,3811,3379,3811,3379
scorpion,3870,5810,3870,5810
scorpion,3898,11251,3898,11251
scorpion,3906,5045,3906,5045
scorpion,3944,5078,3944,5078
scorpion,3977,5102,3977,5102
scorpion,4013,5150,4013,5150
scorpion,4061,11388,4061,11388
scorpion,4076,5183,4076,5183
scorpion,4119,5191,4119,5191
scorpion,4151,5240,4151,5240
scorpion,4184,5275,4184,5275
scorpion,4213,11336,4213,11336
scorpion,4237,5284,4237,5284
scorpion,4279,5317,4279,5317
scorpion,4301,5360,4301,5360
scorpion,4320,5376,4320,5376
scorpion,4366,5432,4366,5432
scorpion,4391,5455,4391,5455
scorpion,4442,5501,4442,5501
scorpion,4466,11322,4466,11322
scorpion,4492,5524,4492,5524
scorpion,4518,5536,4518,5536
scorpion,4571,5581,4571,5581
scorpion,4586,5620,4586,5620
scorpion,4635,5654,4635,5654
scorpion,4651,5687,4651,5687
scorpion,4697,11275,4697,11275
scorpion,4733,5714,4733,5714
scorpion,4760,5732,4760,5732
scorpion,4796,5782,4796,5782
scorpion,4802,6621,4802,6621
scorpion,4856,3345,4856,3345
scorpion,4888,3284,4888,3284
scorpion,4921,879,4921,879
scorpion,4952,901,4952,901
scorpion,4990,941,4990,941
scorpion,5018,979,5018,979
scorpion,5045,1023,5045,1023
scorpion,5078,12127,5078,12127
scorpion,5102,1043,5102,1043
scorpion,5150,1062,5150,1062
scorpion,5183,1110,5183,1110
scorpion,5191,1146,5191,1146
scorpion,5240,1163,5240,1163
scorpion,5275,1206,5275,1206
scorpion,5284,850,5284,850
scorpion,5317,1227,5317,1227
scorpion,5360,1250,5360,1250
scorpion,5376,1307,5376,1307
scorpion,5432,1341,5432,1341
scorpion,5455,1347,5455,1347
scorpion,5501,12033,5501,12033
scorpion,5524,1395,5524,1395
scorpion,5536,1418,5536,1418
scorpion,5581,1452,5581,1452
scorpion,5620,1491,5620,1491
scorpion,5654,1532,5654,1532
scorpion,5687,1548,5687,1548
scorpion,5714,1568,5714,1568
scorpion,5732,12093,5732,12093
scorpion,5782,816,5782,816
scorpion,5810,794,5810,794
scorpion,5833,757,5833,757
scorpion,5865,22,5865,22
scorpion,5898,47,5898,47
scorpion,5928,94,5928,94
scorpion,5967,104,5967,104
scorpion,5997,145,5997,145
scorpion,6033,176,6033,176
scorpion,6063,204,6063,204
scorpion,6084,248,6084,248
scorpion,6135,277,6135,277
scorpion,6174,319,6174,319
scorpion,6184,347,6184,347
scorpion,6237,12224,6237,12224
scorpion,6249,363,6249,363
scorpion,6288,384,6288,384
scorpion,6314,12204,6314,12204
scorpion,6364,447,6364,447
scorpion,6392,456,6392,456
scorpion,6428,487,6428,487
scorpion,6451,518,6451,518
scorpion,6471,546,6471,546
scorpion,6515,582,6515,582
scorpion,6551,610,6551,610
scorpion,6572,650,6572,650
scorpion,6621,699,6621,699
scorpion,6634,12186,6634,12186
scorpion,6667,707,6667,707
scorpion,6697,12143,6697,12143
scorpion,6743,12025,6743,12025
scorpion,6780,1613,6780,1613
scorpion,6795,1635,6795,1635
scorpion,6822,1684,6822,1684
scorpion,6862,2553,6862,2553
scorpion,6889,2590,6889,2590
scorpion,6920,2608,6920,2608
scorpion,6973,11836,6973,11836
scorpion,6983,2633,6983,2633
scorpion,7031,2656,7031,2656
scorpion,7065,2696,7065,2696
scorpion,7097,2723,7097,2723
scorpion,7109,2768,7109,2768
scorpion,7156,2797,7156,2797
scorpion,7195,2843,7195,2843
scorpion,7201,2859,7201,2859
scorpion,7238,11776,7238,11776
scorpion,7290,11768,7290,11768
scorpion,7314,2888,7314,2888
scorpion,7348,2938,7348,2938
scorpion,7381,2966,7381,2966
scorpion,7411,3005,7411,3005
scorpion,7431,3021,7431,3021
scorpion,7460,3045,7460,3045
scorpion,7518,3096,7518,3096
scorpion,7541,3109,7541,3109
scorpion,7577,11722,7577,11722
scorpion,7587,3137,7587,3137
scorpion,7619,3172,7619,3172
scorpion,7653,3201,7653,3201
scorpion,7697,3251,7697,3251
scorpion,7730,2526,7730,2526
scorpion,7768,3325,7768,3325
scorpion,7805,2493,7805,2493
scorpion,7812,2440,7812,2440
scorpion,7851,1712,7851,1712
scorpion,7882,1759,7882,1759
scorpion,7924,11968,7924,11968
scorpion,7941,1775,7941,1775
scorpion,7988,1814,7988,1814
scorpion,8010,11948,8010,11948
scorpion,8052,1839,8052,1839
scorpion,8064,1885,8064,1885
scorpion,8103,1918,8103,1918
scorpion,8143,1939,8143,1939
scorpion,8164,1967,8164,1967
scorpion,8211,2005,8211,2005
scorpion,8236,2038,8236,2038
scorpion,8271,2070,8271,2070
scorpion,8290,11912,8290,11912
scorpion,8327,2099,8327,2099
scorpion,8363,2114,8363,2114
scorpion,8408,2171,8408,2171
scorpion,8416,11886,8416,11886
scorpion,8459,2200,8459,2200
scorpion,8490,2221,8490,2221
scorpion,8527,2247,8527,2247
scorpion,8550,2286,8550,2286
scorpion,8597,2334,8597,2334
scorpion,8620,2345,8620,2345
scorpion,8654,2393,8654,2393
scorpion,8673,2428,8673,2428
scorpion,8726,11870,8726,11870
scorpion,8758,6634,8758,6634
scorpion,8792,10418,8792,10418
scorpion,8817,6667,8817,6667
scorpion,8840,7812,8840,7812
scorpion,8894,7851,8894,7851
scorpion,8917,7882,8917,7882
scorpion,8954,7924,8954,7924
scorpion,8991,7941,8991,7941
scorpion,9022,10860,9022,10860
scorpion,9047,7988,9047,7988
scorpion,9061,8010,9061,8010
scorpion,9097,8052,9097,8052
scorpion,9150,8064,9150,8064
scorpion,9153,8103,9153,8103
scorpion,9190,8143,9190,8143
scorpion,9222,11093,9222,11093
scorpion,9254,10846,9254,10846
scorpion,9290,8211,9290,8211
scorpion,9332,8236,9332,8236
scorpion,9363,8271,9363,8271
scorpion,9399,8290,9399,8290
scorpion,9417,10796,9417,10796
scorpion,9468,7805,9468,7805
scorpion,9502,8327,9502,8327
scorpion,9531,7768,9531,7768
scorpion,9547,7730,9547,7730
scorpion,9598,7201,9598,7201
scorpion,9606,10991,9606,10991
scorpion,9649,7238,9649,7238
scorpion,9690,7290,9690,7290
scorpion,9712,7314,9712,7314
scorpion,9736,7348,9736,7348
scorpion,9788,7381,9788,7381
scorpion,9821,7411,9821,7411
scorpion,9840,7431,9840,7431
scorpion,9883,7460,9883,7460
scorpion,9908,10945,9908,10945
scorpion,9932,7518,9932,7518
scorpion,9980,7541,9980,7541
scorpion,9986,7577,9986,7577
scorpion,10035,10921,10035,10921
scorpion,10065,7587,10065,7587
scorpion,10101,7619,10101,7619
scorpion,10143,7653,10143,7653
scorpion,10169,7697,10169,7697
scorpion,10203,10899,10203,10899
scorpion,10219,8363,10219,8363
scorpion,10245,8408,10245,8408
scorpion,10297,8416,10297,8416
scorpion,10334,9097,10334,9097
scorpion,10337,9150,10337,9150
scorpion,10396,10647,10396,10647
scorpion,10418,9153,10418,9153
scorpion,10434,9190,10434,9190
scorpion,10481,9222,10481,9222
scorpion,10502,9254,10502,9254
scorpion,10559,9290,10559,9290
scorpion,10574,9332,10574,9332
scorpion,10617,9363,10617,9363
scorpion,10647,9399,10647,9399
scorpion,10674,9417,10674,9417
scorpion,10706,9468,10706,9468
scorpion,10736,10617,10736,10617
scorpion,10765,9502,10765,9502
scorpion,10796,9531,10796,9531
scorpion,10846,9547,10846,9547
scorpion,10860,10574,10860,10574
scorpion,10899,9598,10899,9598
scorpion,10921,9061,10921,9061
scorpion,10945,9047,10945,9047
scorpion,10991,9022,10991,9022
scorpion,11018,10674,11018,10674
scorpion,11049,8459,11049,8459
scorpion,11093,10765,11093,10765
scorpion,11109,8490,11109,8490
scorpion,11155,8527,11155,8527
scorpion,11199,8550,11199,8550
scorpion,11221,8597,11221,8597
scorpion,11251,8620,11251,8620
scorpion,11275,10736,11275,10736
scorpion,11322,8654,11322,8654
scorpion,11336,7195,11336,7195
scorpion,11388,8673,11388,8673
scorpion,11409,8758,11409,8758
scorpion,11435,8792,11435,8792
scorpion,11457,10706,11457,10706
scorpion,11513,8817,11513,8817
scorpion,11534,8840,11534,8840
scorpion,11583,8894,11583,8894
scorpion,11615,8917,11615,8917
scorpion,11621,8954,11621,8954
scorpion,11660,8991,11660,8991
scorpion,11691,8726,11691,8726
scorpion,11722,7156,11722,7156
scorpion,11768,8164,11768,8164
scorpion,11776,7097,11776,7097
scorpion,11836,6973,11836,6973
scorpion,11870,6862,11870,6862
scorpion,11886,7109,11886,7109
scorpion,11912,7065,11912,7065
scorpion,11948,6743,11948,6743
scorpion,11968,6983,11968,6983
scorpion,12025,6920,12025,6920
scorpion,12033,7031,12033,7031
scorpion,12093,6697,12093,6697
scorpion,12127,11018,12127,11018
scorpion,12143,6780,12143,6780
scorpion,12186,6822,12186,6822
scorpion,12204,6795,12204,6795
scorpion,12224,6889,12224,6889
scorpion,12280,11049,12280,11049
skyscraper,13,11989,13,11989
skyscraper,58,8928,58,8928
skyscraper,88,8774,88,8774
skyscraper,125,1905,125,1905
skyscraper,135,1504,135,1504
skyscraper,178,1932,178,1932
skyscraper,223,8749,223,8749
skyscraper,238,1978,238,1978
skyscraper,257,10252,257,10252
skyscraper,303,1986,303,1986
skyscraper,342,10750,342,10750
skyscraper,355,8732,355,8732
skyscraper,410,2029,410,2029
skyscraper,442,8688,442,8688
skyscraper,468,11908,468,11908
skyscraper,501,2062,501,2062
skyscraper,534,2090,534,2090
skyscraper,554,6243,554,6243
skyscraper,580,1564,580,1564
skyscraper,639,9892,639,9892
skyscraper,644,1879,644,1879
skyscraper,691,1634,691,1634
skyscraper,726,8853,726,8853
